"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"21027","to learn that",6,"3","to learn",85,0.0705882352941176,"that"
"8921","lord jesus",11,"2","lord",156,0.0705128205128205,"jesus"
"14352","a good thing",25,"3","a good",355,0.0704225352112676,"thing"
"16469","along with a",10,"3","along with",142,0.0704225352112676,"a"
"6896","summer and",14,"2","summer",199,0.0703517587939698,"and"
"15394","in their own",14,"3","in their",199,0.0703517587939698,"own"
"17288","rather than a",9,"3","rather than",128,0.0703125,"a"
"8349","themselves in",12,"2","themselves",171,0.0701754385964912,"in"
"15883","in fact it",12,"3","in fact",171,0.0701754385964912,"it"
"12765","learning how",8,"2","learning",114,0.0701754385964912,"how"
"13137","recent years",8,"2","recent",114,0.0701754385964912,"years"
"13176","services in",8,"2","services",114,0.0701754385964912,"in"
"17545","about a month",8,"3","about a",114,0.0701754385964912,"month"
"17546","about a year",8,"3","about a",114,0.0701754385964912,"year"
"17602","any of those",8,"3","any of",114,0.0701754385964912,"those"
"6215","lives and",15,"2","lives",214,0.0700934579439252,"and"
"8778","gone by",11,"2","gone",157,0.0700636942675159,"by"
"8779","gone through",11,"2","gone",157,0.0700636942675159,"through"
"8908","learned a",11,"2","learned",157,0.0700636942675159,"a"
"9316","view that",11,"2","view",157,0.0700636942675159,"that"
"9317","view the",11,"2","view",157,0.0700636942675159,"the"
"14616","wanted to make",21,"3","wanted to",300,0.07,"make"
"18513","and when we",7,"3","and when",100,0.07,"we"
"18514","and when you",7,"3","and when",100,0.07,"you"
"18667","first time and",7,"3","first time",100,0.07,"and"
"19012","much of it",7,"3","much of",100,0.07,"it"
"19053","of god and",7,"3","of god",100,0.07,"and"
"19263","the middle class",7,"3","the middle",100,0.07,"class"
"22027","you want to be",7,"4","you want to",100,0.07,"be"
"9965","middle east",10,"2","middle",143,0.0699300699300699,"east"
"10193","starting with",10,"2","starting",143,0.0699300699300699,"with"
"10206","sunday i",10,"2","sunday",143,0.0699300699300699,"i"
"10207","sunday morning",10,"2","sunday",143,0.0699300699300699,"morning"
"10427","tv and",10,"2","tv",143,0.0699300699300699,"and"
"16526","but we are",10,"3","but we",143,0.0699300699300699,"are"
"16693","make it a",10,"3","make it",143,0.0699300699300699,"a"
"16740","on your blog",10,"3","on your",143,0.0699300699300699,"blog"
"15584","i really like",13,"3","i really",186,0.0698924731182796,"like"
"15585","i really need",13,"3","i really",186,0.0698924731182796,"need"
"4727","months and",19,"2","months",272,0.0698529411764706,"and"
"14623","which is the",21,"3","which is",301,0.0697674418604651,"the"
"11189","kid i",9,"2","kid",129,0.0697674418604651,"i"
"11825","wall in",9,"2","wall",129,0.0697674418604651,"in"
"20351","it up in",6,"3","it up",86,0.0697674418604651,"in"
"20352","it up with",6,"3","it up",86,0.0697674418604651,"with"
"20948","think it will",6,"3","think it",86,0.0697674418604651,"will"
"61","on a",527,"2","on",7561,0.0696997751620156,"a"
"3894","working in",23,"2","working",330,0.0696969696969697,"in"
"7016","understand and",14,"2","understand",201,0.0696517412935323,"and"
"4002","minutes to",22,"2","minutes",316,0.069620253164557,"to"
"9378","wonder why",11,"2","wonder",158,0.069620253164557,"why"
"13614","walking around",8,"2","walking",115,0.0695652173913043,"around"
"17540","a while to",8,"3","a while",115,0.0695652173913043,"to"
"17698","even if he",8,"3","even if",115,0.0695652173913043,"he"
"17699","even if the",8,"3","even if",115,0.0695652173913043,"the"
"17700","even if they",8,"3","even if",115,0.0695652173913043,"they"
"18303","up on my",8,"3","up on",115,0.0695652173913043,"my"
"6035","art of",15,"2","art",216,0.0694444444444444,"of"
"9912","kept in",10,"2","kept",144,0.0694444444444444,"in"
"22508","i will be a",5,"4","i will be",72,0.0694444444444444,"a"
"22509","i will be back",5,"4","i will be",72,0.0694444444444444,"back"
"14942","in our lives",17,"3","in our",245,0.0693877551020408,"lives"
"15806","been a lot",12,"3","been a",173,0.069364161849711,"lot"
"763","could have",86,"2","could",1240,0.0693548387096774,"have"
"15338","around the corner",14,"3","around the",202,0.0693069306930693,"corner"
"18830","if youre interested",7,"3","if youre",101,0.0693069306930693,"interested"
"19534","with them as",7,"3","with them",101,0.0693069306930693,"as"
"19535","with them i",7,"3","with them",101,0.0693069306930693,"i"
"5037","leave me",18,"2","leave",260,0.0692307692307692,"me"
"14825","how to get",18,"3","how to",260,0.0692307692307692,"get"
"3992","later i",22,"2","later",318,0.0691823899371069,"i"
"16425","which i have",11,"3","which i",159,0.0691823899371069,"have"
"7552","seem like",13,"2","seem",188,0.0691489361702128,"like"
"4222","month i",21,"2","month",304,0.0690789473684211,"i"
"15405","it will take",14,"3","it will",203,0.0689655172413793,"take"
"15946","of you know",12,"3","of you",174,0.0689655172413793,"know"
"10166","sleep in",10,"2","sleep",145,0.0689655172413793,"in"
"13108","problems with",8,"2","problems",116,0.0689655172413793,"with"
"17720","for her and",8,"3","for her",116,0.0689655172413793,"and"
"18225","think i have",8,"3","think i",116,0.0689655172413793,"have"
"18226","think i will",8,"3","think i",116,0.0689655172413793,"will"
"19830","but you cant",6,"3","but you",87,0.0689655172413793,"cant"
"20096","hope you enjoy",6,"3","hope you",87,0.0689655172413793,"enjoy"
"20414","like i did",6,"3","like i",87,0.0689655172413793,"did"
"20504","not just for",6,"3","not just",87,0.0689655172413793,"for"
"21220","with that said",6,"3","with that",87,0.0689655172413793,"said"
"1207","few weeks",59,"2","few",856,0.0689252336448598,"weeks"
"1149","year and",62,"2","year",901,0.0688124306326304,"and"
"6059","buy it",15,"2","buy",218,0.0688073394495413,"it"
"7394","late for",13,"2","late",189,0.0687830687830688,"for"
"15749","well as a",13,"3","well as",189,0.0687830687830688,"a"
"1440","every time",51,"2","every",742,0.068733153638814,"time"
"14675","so much to",20,"3","so much",291,0.0687285223367698,"to"
"3184","took me",27,"2","took",393,0.0687022900763359,"me"
"14290","over the past",27,"3","over the",393,0.0687022900763359,"past"
"10654","among other",9,"2","among",131,0.0687022900763359,"other"
"10655","among them",9,"2","among",131,0.0687022900763359,"them"
"11257","minute of",9,"2","minute",131,0.0687022900763359,"of"
"11399","pick out",9,"2","pick",131,0.0687022900763359,"out"
"11405","places i",9,"2","places",131,0.0687022900763359,"i"
"16981","away from it",9,"3","away from",131,0.0687022900763359,"it"
"17378","the us and",9,"3","the us",131,0.0687022900763359,"and"
"19373","to it and",7,"3","to it",102,0.0686274509803922,"and"
"19426","told me i",7,"3","told me",102,0.0686274509803922,"i"
"19427","told me to",7,"3","told me",102,0.0686274509803922,"to"
"1793","thing is",43,"2","thing",627,0.0685805422647528,"is"
"8407","town of",12,"2","town",175,0.0685714285714286,"of"
"5289","girl who",17,"2","girl",248,0.0685483870967742,"who"
"3958","happy and",22,"2","happy",321,0.0685358255451713,"and"
"9538","arent the",10,"2","arent",146,0.0684931506849315,"the"
"7177","below is",13,"2","below",190,0.068421052631579,"is"
"7589","takes place",13,"2","takes",190,0.068421052631579,"place"
"1585","come out",47,"2","come",687,0.0684133915574964,"out"
"14428","is that it",24,"3","is that",351,0.0683760683760684,"it"
"12243","blood pressure",8,"2","blood",117,0.0683760683760684,"pressure"
"12840","mine is",8,"2","mine",117,0.0683760683760684,"is"
"13138","relationship and",8,"2","relationship",117,0.0683760683760684,"and"
"13139","relationship to",8,"2","relationship",117,0.0683760683760684,"to"
"13158","save a",8,"2","save",117,0.0683760683760684,"a"
"13216","situation is",8,"2","situation",117,0.0683760683760684,"is"
"18374","with me to",8,"3","with me",117,0.0683760683760684,"to"
"833","love and",81,"2","love",1186,0.0682967959527825,"and"
"14485","the way i",23,"3","the way",337,0.0682492581602374,"i"
"364","time and",149,"2","time",2184,0.0682234432234432,"and"
"15297","way to go",15,"3","way to",220,0.0681818181818182,"go"
"11307","novel and",9,"2","novel",132,0.0681818181818182,"and"
"11729","third and",9,"2","third",132,0.0681818181818182,"and"
"11730","third world",9,"2","third",132,0.0681818181818182,"world"
"19595","a friend and",6,"3","a friend",88,0.0681818181818182,"and"
"19596","a friend who",6,"3","a friend",88,0.0681818181818182,"who"
"19606","a man with",6,"3","a man",88,0.0681818181818182,"with"
"19667","and as such",6,"3","and as",88,0.0681818181818182,"such"
"20152","i havent had",6,"3","i havent",88,0.0681818181818182,"had"
"20432","love the way",6,"3","love the",88,0.0681818181818182,"way"
"20753","talking about it",6,"3","talking about",88,0.0681818181818182,"it"
"20953","this blog has",6,"3","this blog",88,0.0681818181818182,"has"
"15133","to keep up",16,"3","to keep",235,0.0680851063829787,"up"
"2720","doesnt have",30,"2","doesnt",441,0.0680272108843537,"have"
"10203","students and",10,"2","students",147,0.0680272108843537,"and"
"10204","students to",10,"2","students",147,0.0680272108843537,"to"
"19084","of time i",7,"3","of time",103,0.0679611650485437,"i"
"19527","with all my",7,"3","with all",103,0.0679611650485437,"my"
"8769","giving me",11,"2","giving",162,0.0679012345679012,"me"
"16411","was not a",11,"3","was not",162,0.0679012345679012,"a"
"4636","beer in",19,"2","beer",280,0.0678571428571429,"in"
"15900","it in my",12,"3","it in",177,0.0677966101694915,"my"
"12694","interest to",8,"2","interest",118,0.0677966101694915,"to"
"7203","color and",13,"2","color",192,0.0677083333333333,"and"
"1178","year i",61,"2","year",901,0.0677025527192009,"i"
"228","had been",202,"2","had",2985,0.0676716917922948,"been"
"4946","coming from",18,"2","coming",266,0.0676691729323308,"from"
"11105","ideas of",9,"2","ideas",133,0.0676691729323308,"of"
"11448","report the",9,"2","report",133,0.0676691729323308,"the"
"11561","style and",9,"2","style",133,0.0676691729323308,"and"
"16941","and if i",9,"3","and if",133,0.0676691729323308,"i"
"16942","and if it",9,"3","and if",133,0.0676691729323308,"it"
"16699","me that the",10,"3","me that",148,0.0675675675675676,"the"
"22485","i had a lot",5,"4","i had a",74,0.0675675675675676,"lot"
"709","well i",92,"2","well",1362,0.0675477239353891,"i"
"4240","open and",21,"2","open",311,0.067524115755627,"and"
"16169","he had been",11,"3","he had",163,0.0674846625766871,"been"
"16323","that she would",11,"3","that she",163,0.0674846625766871,"would"
"14468","i love you",23,"3","i love",341,0.0674486803519062,"you"
"2239","found that",35,"2","found",519,0.0674373795761079,"that"
"8241","season with",12,"2","season",178,0.0674157303370786,"with"
"19756","at home with",6,"3","at home",89,0.0674157303370786,"with"
"19820","but that doesnt",6,"3","but that",89,0.0674157303370786,"doesnt"
"20014","going on a",6,"3","going on",89,0.0674157303370786,"a"
"20015","going on for",6,"3","going on",89,0.0674157303370786,"for"
"20016","going on with",6,"3","going on",89,0.0674157303370786,"with"
"20430","looking at my",6,"3","looking at",89,0.0674157303370786,"my"
"7715","war and",13,"2","war",193,0.0673575129533679,"and"
"1955","thought that",40,"2","thought",594,0.0673400673400673,"that"
"4421","heart of",20,"2","heart",297,0.0673400673400673,"of"
"14461","had to do",23,"3","had to",342,0.0672514619883041,"do"
"12252","brown sugar",8,"2","brown",119,0.0672268907563025,"sugar"
"12460","finish up",8,"2","finish",119,0.0672268907563025,"up"
"18107","since i started",8,"3","since i",119,0.0672268907563025,"started"
"1016","things i",69,"2","things",1027,0.0671859785783836,"i"
"3199","youre a",27,"2","youre",402,0.0671641791044776,"a"
"10883","dinner at",9,"2","dinner",134,0.0671641791044776,"at"
"11394","per week",9,"2","per",134,0.0671641791044776,"week"
"8911","lets see",11,"2","lets",164,0.0670731707317073,"see"
"9049","pain is",11,"2","pain",164,0.0670731707317073,"is"
"16367","there were no",11,"3","there were",164,0.0670731707317073,"no"
"15995","the past year",12,"3","the past",179,0.0670391061452514,"year"
"3395","friend and",25,"2","friend",373,0.0670241286863271,"and"
"2071","sure you",38,"2","sure",567,0.0670194003527337,"you"
"15617","its not like",13,"3","its not",194,0.0670103092783505,"like"
"2665","set to",31,"2","set",463,0.0669546436285097,"to"
"13942","to do it",47,"3","to do",702,0.066951566951567,"it"
"5637","couldnt get",16,"2","couldnt",239,0.0669456066945607,"get"
"14013","a little more",38,"3","a little",568,0.0669014084507042,"more"
"1887","thats the",41,"2","thats",614,0.0667752442996743,"the"
"2618","doing so",31,"2","doing",465,0.0666666666666667,"so"
"4448","isnt that",20,"2","isnt",300,0.0666666666666667,"that"
"14696","wanted to do",20,"3","wanted to",300,0.0666666666666667,"do"
"5081","reading and",18,"2","reading",270,0.0666666666666667,"and"
"5768","men in",16,"2","men",240,0.0666666666666667,"in"
"15230","most of my",15,"3","most of",225,0.0666666666666667,"my"
"6779","mother of",14,"2","mother",210,0.0666666666666667,"of"
"15408","know that the",14,"3","know that",210,0.0666666666666667,"the"
"7877","boy and",12,"2","boy",180,0.0666666666666667,"and"
"16096","and his family",11,"3","and his",165,0.0666666666666667,"family"
"16097","and his wife",11,"3","and his",165,0.0666666666666667,"wife"
"10647","alone and",9,"2","alone",135,0.0666666666666667,"and"
"10793","boys in",9,"2","boys",135,0.0666666666666667,"in"
"10928","exactly how",9,"2","exactly",135,0.0666666666666667,"how"
"13217","six years",8,"2","six",120,0.0666666666666667,"years"
"17950","let me just",8,"3","let me",120,0.0666666666666667,"just"
"18199","the two of",8,"3","the two",120,0.0666666666666667,"of"
"18974","make sure it",7,"3","make sure",105,0.0666666666666667,"it"
"18975","make sure your",7,"3","make sure",105,0.0666666666666667,"your"
"19176","so we are",7,"3","so we",105,0.0666666666666667,"are"
"19254","the kids are",7,"3","the kids",105,0.0666666666666667,"are"
"21834","a bit of an",7,"4","a bit of",105,0.0666666666666667,"an"
"19810","but in my",6,"3","but in",90,0.0666666666666667,"my"
"20317","is now a",6,"3","is now",90,0.0666666666666667,"a"
"22528","in front of my",5,"4","in front of",75,0.0666666666666667,"my"
"22529","in front of you",5,"4","in front of",75,0.0666666666666667,"you"
"316","there were",164,"2","there",2464,0.0665584415584416,"were"
"1513","didnt know",49,"2","didnt",737,0.0664857530529172,"know"
"14702","which is why",20,"3","which is",301,0.0664451827242525,"why"
"5961","write this",16,"2","write",241,0.0663900414937759,"this"
"6450","whether its",15,"2","whether",226,0.0663716814159292,"its"
"3007","pretty good",28,"2","pretty",422,0.0663507109004739,"good"
"6898","system and",14,"2","system",211,0.0663507109004739,"and"
"697","than a",93,"2","than",1402,0.0663338088445078,"a"
"3971","idea what",22,"2","idea",332,0.0662650602409639,"what"
"9319","visit and",11,"2","visit",166,0.0662650602409639,"and"
"10147","seeing what",10,"2","seeing",151,0.0662251655629139,"what"
"17029","dont have any",9,"3","dont have",136,0.0661764705882353,"any"
"17112","if they had",9,"3","if they",136,0.0661764705882353,"had"
"818","could not",82,"2","could",1240,0.0661290322580645,"not"
"13990","all the way",40,"3","all the",605,0.0661157024793388,"way"
"12670","imagine a",8,"2","imagine",121,0.0661157024793388,"a"
"12832","meeting the",8,"2","meeting",121,0.0661157024793388,"the"
"12870","moved from",8,"2","moved",121,0.0661157024793388,"from"
"12871","moved in",8,"2","moved",121,0.0661157024793388,"in"
"18000","no one knows",8,"3","no one",121,0.0661157024793388,"knows"
"18092","say that it",8,"3","say that",121,0.0661157024793388,"it"
"18393","you do that",8,"3","you do",121,0.0661157024793388,"that"
"21724","i have to do",8,"4","i have to",121,0.0661157024793388,"do"
"4148","comes in",21,"2","comes",318,0.0660377358490566,"in"
"18436","a week ago",7,"3","a week",106,0.0660377358490566,"ago"
"19423","to write the",7,"3","to write",106,0.0660377358490566,"the"
"19431","top of my",7,"3","top of",106,0.0660377358490566,"my"
"19432","top of that",7,"3","top of",106,0.0660377358490566,"that"
"15529","and you are",13,"3","and you",197,0.065989847715736,"are"
"15713","this week we",13,"3","this week",197,0.065989847715736,"we"
"2547","once the",32,"2","once",485,0.065979381443299,"the"
"1071","those of",66,"2","those",1001,0.0659340659340659,"of"
"8470","worked out",12,"2","worked",182,0.0659340659340659,"out"
"15920","look at it",12,"3","look at",182,0.0659340659340659,"it"
"19676","and get some",6,"3","and get",91,0.0659340659340659,"some"
"21264","you should never",6,"3","you should",91,0.0659340659340659,"never"
"22127","i decided to take",6,"4","i decided to",91,0.0659340659340659,"take"
"783","way of",85,"2","way",1290,0.0658914728682171,"of"
"2320","enough for",34,"2","enough",516,0.0658914728682171,"for"
"5395","oh my",17,"2","oh",258,0.0658914728682171,"my"
"14264","the world and",28,"3","the world",425,0.0658823529411765,"and"
"8530","added the",11,"2","added",167,0.0658682634730539,"the"
"8767","girls and",11,"2","girls",167,0.0658682634730539,"and"
"16244","just a bit",11,"3","just a",167,0.0658682634730539,"bit"
"5673","film and",16,"2","film",243,0.065843621399177,"and"
"14148","i can do",31,"3","i can",471,0.0658174097664544,"do"
"9594","break and",10,"2","break",152,0.0657894736842105,"and"
"9595","break in",10,"2","break",152,0.0657894736842105,"in"
"16453","a long way",10,"3","a long",152,0.0657894736842105,"way"
"16875","went to my",10,"3","went to",152,0.0657894736842105,"my"
"10914","email to",9,"2","email",137,0.0656934306569343,"to"
"17469","was so excited",9,"3","was so",137,0.0656934306569343,"excited"
"13975","a few days",42,"3","a few",640,0.065625,"days"
"3379","books that",25,"2","books",381,0.0656167979002625,"that"
"12392","drink and",8,"2","drink",122,0.0655737704918033,"and"
"12786","link below",8,"2","link",122,0.0655737704918033,"below"
"13097","present the",8,"2","present",122,0.0655737704918033,"the"
"13120","quick and",8,"2","quick",122,0.0655737704918033,"and"
"2321","found the",34,"2","found",519,0.0655105973025048,"the"
"16319","that are not",11,"3","that are",168,0.0654761904761905,"not"
"6570","bring to",14,"2","bring",214,0.0654205607476635,"to"
"18791","i mean i",7,"3","i mean",107,0.0654205607476635,"i"
"19557","you and you",7,"3","you and",107,0.0654205607476635,"you"
"5360","leave you",17,"2","leave",260,0.0653846153846154,"you"
"14930","how to make",17,"3","how to",260,0.0653846153846154,"make"
"2771","story is",30,"2","story",459,0.065359477124183,"is"
"9599","brought me",10,"2","brought",153,0.065359477124183,"me"
"9600","brought up",10,"2","brought",153,0.065359477124183,"up"
"10552","youll have",10,"2","youll",153,0.065359477124183,"have"
"10553","youll see",10,"2","youll",153,0.065359477124183,"see"
"16545","do it and",10,"3","do it",153,0.065359477124183,"and"
"15537","be the first",13,"3","be the",199,0.0653266331658292,"first"
"15146","would have to",16,"3","would have",245,0.0653061224489796,"to"
"990","did i",70,"2","did",1072,0.0652985074626866,"i"
"13901","this is not",54,"3","this is",827,0.0652962515114873,"not"
"5051","means to",18,"2","means",276,0.0652173913043478,"to"
"14809","at least a",18,"3","at least",276,0.0652173913043478,"a"
"7962","front and",12,"2","front",184,0.0652173913043478,"and"
"21448","out of the way",12,"4","out of the",184,0.0652173913043478,"way"
"10791","bought it",9,"2","bought",138,0.0652173913043478,"it"
"10865","crazy and",9,"2","crazy",138,0.0652173913043478,"and"
"10923","event is",9,"2","event",138,0.0652173913043478,"is"
"11229","march and",9,"2","march",138,0.0652173913043478,"and"
"11230","march the",9,"2","march",138,0.0652173913043478,"the"
"19855","continue to be",6,"3","continue to",92,0.0652173913043478,"be"
"20111","i believe it",6,"3","i believe",92,0.0652173913043478,"it"
"20516","now that is",6,"3","now that",92,0.0652173913043478,"is"
"2241","give the",35,"2","give",537,0.0651769087523277,"the"
"7074","wrong i",14,"2","wrong",215,0.0651162790697674,"i"
"138","so much",291,"2","so",4469,0.0651152383083464,"much"
"16121","as we are",11,"3","as we",169,0.0650887573964497,"are"
"12472","focus of",8,"2","focus",123,0.0650406504065041,"of"
"13114","projects and",8,"2","projects",123,0.0650406504065041,"and"
"13564","training for",8,"2","training",123,0.0650406504065041,"for"
"17752","had the chance",8,"3","had the",123,0.0650406504065041,"chance"
"18049","on his way",8,"3","on his",123,0.0650406504065041,"way"
"4978","felt a",18,"2","felt",277,0.0649819494584837,"a"
"14824","he is a",18,"3","he is",277,0.0649819494584837,"a"
"770","think it",86,"2","think",1324,0.0649546827794562,"it"
"1083","made the",65,"2","made",1001,0.0649350649350649,"the"
"15161","are the ones",15,"3","are the",231,0.0649350649350649,"ones"
"2826","done in",29,"2","done",447,0.0648769574944072,"in"
"14454","we have been",24,"3","we have",370,0.0648648648648649,"been"
"3356","yet i",26,"2","yet",401,0.0648379052369077,"i"
"6661","game and",14,"2","game",216,0.0648148148148148,"and"
"7015","turn off",14,"2","turn",216,0.0648148148148148,"off"
"18510","and what is",7,"3","and what",108,0.0648148148148148,"is"
"18511","and what the",7,"3","and what",108,0.0648148148148148,"the"
"18512","and what we",7,"3","and what",108,0.0648148148148148,"we"
"19016","my favorite things",7,"3","my favorite",108,0.0648148148148148,"things"
"19112","or not i",7,"3","or not",108,0.0648148148148148,"i"
"19113","or not the",7,"3","or not",108,0.0648148148148148,"the"
"715","over and",91,"2","over",1405,0.0647686832740214,"and"
"10829","certainly not",9,"2","certainly",139,0.0647482014388489,"not"
"11484","service to",9,"2","service",139,0.0647482014388489,"to"
"2418","let the",33,"2","let",510,0.0647058823529412,"the"
"9122","south of",11,"2","south",170,0.0647058823529412,"of"
"9135","street and",11,"2","street",170,0.0647058823529412,"and"
"16103","and not just",11,"3","and not",170,0.0647058823529412,"just"
"2234","days i",35,"2","days",541,0.0646950092421442,"i"
"324","their own",163,"2","their",2523,0.0646056282203726,"own"
"3306","start with",26,"2","start",403,0.0645161290322581,"with"
"15345","because i have",14,"3","because i",217,0.0645161290322581,"have"
"16055","we can all",12,"3","we can",186,0.0645161290322581,"all"
"18326","we all need",8,"3","we all",124,0.0645161290322581,"need"
"19674","and for some",6,"3","and for",93,0.0645161290322581,"some"
"19675","and for that",6,"3","and for",93,0.0645161290322581,"that"
"19826","but this time",6,"3","but this",93,0.0645161290322581,"time"
"19851","come to a",6,"3","come to",93,0.0645161290322581,"a"
"19852","come to pass",6,"3","come to",93,0.0645161290322581,"pass"
"20330","it but the",6,"3","it but",93,0.0645161290322581,"the"
"20374","just as we",6,"3","just as",93,0.0645161290322581,"we"
"22195","it would be interesting",6,"4","it would be",93,0.0645161290322581,"interesting"
"814","after all",82,"2","after",1272,0.0644654088050314,"all"
"14008","have to say",39,"3","have to",605,0.0644628099173554,"say"
"4775","run a",19,"2","run",295,0.0644067796610169,"a"
"15562","had been a",13,"3","had been",202,0.0643564356435644,"a"
"16212","in fact the",11,"3","in fact",171,0.064327485380117,"the"
"10708","april and",9,"2","april",140,0.0642857142857143,"and"
"21600","i wanted to share",9,"4","i wanted to",140,0.0642857142857143,"share"
"1315","few years",55,"2","few",856,0.0642523364485981,"years"
"19406","to show the",7,"3","to show",109,0.0642201834862385,"the"
"4761","play with",19,"2","play",296,0.0641891891891892,"with"
"21451","some of the most",12,"4","some of the",187,0.0641711229946524,"most"
"730","back and",89,"2","back",1387,0.0641672674837779,"and"
"14300","the other side",27,"3","the other",421,0.0641330166270784,"side"
"22563","it is the same",5,"4","it is the",78,0.0641025641025641,"same"
"2166","blog post",36,"2","blog",562,0.0640569395017794,"post"
"7427","movie is",13,"2","movie",203,0.0640394088669951,"is"
"12342","created in",8,"2","created",125,0.064,"in"
"13215","sitting at",8,"2","sitting",125,0.064,"at"
"703","dont want",92,"2","dont",1438,0.0639777468706537,"want"
"2085","thought of",38,"2","thought",594,0.063973063973064,"of"
"8680","completely different",11,"2","completely",172,0.063953488372093,"different"
"14188","there are many",30,"3","there are",470,0.0638297872340425,"many"
"14189","there are no",30,"3","there are",470,0.0638297872340425,"no"
"6322","stuff that",15,"2","stuff",235,0.0638297872340425,"that"
"8019","hour of",12,"2","hour",188,0.0638297872340425,"of"
"10842","college and",9,"2","college",141,0.0638297872340425,"and"
"11957","youve ever",9,"2","youve",141,0.0638297872340425,"ever"
"20681","said that i",6,"3","said that",94,0.0638297872340425,"i"
"20879","the s when",6,"3","the s",94,0.0638297872340425,"when"
"1625","book and",46,"2","book",721,0.0638002773925104,"and"
"7205","company and",13,"2","company",204,0.0637254901960784,"and"
"7758","written and",13,"2","written",204,0.0637254901960784,"and"
"15733","to use it",13,"3","to use",204,0.0637254901960784,"it"
"9764","gone and",10,"2","gone",157,0.0636942675159236,"and"
"9922","learned from",10,"2","learned",157,0.0636942675159236,"from"
"9923","learned how",10,"2","learned",157,0.0636942675159236,"how"
"15014","you know how",17,"3","you know",267,0.0636704119850187,"how"
"4210","least one",21,"2","least",330,0.0636363636363636,"one"
"15482","way to get",14,"3","way to",220,0.0636363636363636,"get"
"14378","over the next",25,"3","over the",393,0.0636132315521628,"next"
"8536","age i",11,"2","age",173,0.0635838150289017,"i"
"8732","etc and",11,"2","etc",173,0.0635838150289017,"and"
"2089","today and",38,"2","today",598,0.0635451505016722,"and"
"13979","i had the",42,"3","i had",661,0.0635400907715582,"the"
"5657","early s",16,"2","early",252,0.0634920634920635,"s"
"8086","late and",12,"2","late",189,0.0634920634920635,"and"
"8087","late to",12,"2","late",189,0.0634920634920635,"to"
"12256","busy with",8,"2","busy",126,0.0634920634920635,"with"
"12274","c and",8,"2","c",126,0.0634920634920635,"and"
"13047","park and",8,"2","park",126,0.0634920634920635,"and"
"17618","as much of",8,"3","as much",126,0.0634920634920635,"of"
"17655","but they have",8,"3","but they",126,0.0634920634920635,"have"
"17692","due to a",8,"3","due to",126,0.0634920634920635,"a"
"474","no one",121,"2","no",1906,0.0634837355718783,"one"
"1195","through a",60,"2","through",946,0.0634249471458774,"a"
"15707","they have to",13,"3","they have",205,0.0634146341463415,"to"
"13993","have been a",40,"3","have been",632,0.0632911392405063,"a"
"9736","fresh air",10,"2","fresh",158,0.0632911392405063,"air"
"10014","note i",10,"2","note",158,0.0632911392405063,"i"
"10015","note to",10,"2","note",158,0.0632911392405063,"to"
"16712","not only did",10,"3","not only",158,0.0632911392405063,"did"
"22499","i think i may",5,"4","i think i",79,0.0632911392405063,"may"
"13913","if you dont",52,"3","if you",822,0.0632603406326034,"dont"
"242","its not",194,"2","its",3070,0.0631921824104235,"not"
"7871","below and",12,"2","below",190,0.0631578947368421,"and"
"20836","the lord jesus",6,"3","the lord",95,0.0631578947368421,"jesus"
"21244","you all to",6,"3","you all",95,0.0631578947368421,"to"
"7408","loved and",13,"2","loved",206,0.0631067961165049,"and"
"7553","series and",13,"2","series",206,0.0631067961165049,"and"
"1633","find it",46,"2","find",729,0.0631001371742112,"it"
"13822","and i have",81,"3","and i",1284,0.0630841121495327,"have"
"18466","and all that",7,"3","and all",111,0.0630630630630631,"that"
"19118","out there who",7,"3","out there",111,0.0630630630630631,"who"
"19152","seems to me",7,"3","seems to",111,0.0630630630630631,"me"
"3893","words to",23,"2","words",365,0.063013698630137,"to"
"10","i was",1303,"2","i",20685,0.062992506647329,"was"
"12199","bar in",8,"2","bar",127,0.062992125984252,"in"
"12288","center for",8,"2","center",127,0.062992125984252,"for"
"12919","north and",8,"2","north",127,0.062992125984252,"and"
"18173","the house of",8,"3","the house",127,0.062992125984252,"of"
"5387","nice and",17,"2","nice",270,0.062962962962963,"and"
"11397","phone call",9,"2","phone",143,0.0629370629370629,"call"
"11541","starting out",9,"2","starting",143,0.0629370629370629,"out"
"11562","sunday night",9,"2","sunday",143,0.0629370629370629,"night"
"17009","but we all",9,"3","but we",143,0.0629370629370629,"all"
"17247","of people in",9,"3","of people",143,0.0629370629370629,"in"
"17440","to read more",9,"3","to read",143,0.0629370629370629,"more"
"21569","a couple of days",9,"4","a couple of",143,0.0629370629370629,"days"
"9653","control over",10,"2","control",159,0.0628930817610063,"over"
"9699","energy to",10,"2","energy",159,0.0628930817610063,"to"
"9737","friday the",10,"2","friday",159,0.0628930817610063,"the"
"16884","which i think",10,"3","which i",159,0.0628930817610063,"think"
"9062","playing a",11,"2","playing",175,0.0628571428571429,"a"
"16146","dont know how",11,"3","dont know",175,0.0628571428571429,"how"
"16281","of those who",11,"3","of those",175,0.0628571428571429,"who"
"16362","then i was",11,"3","then i",175,0.0628571428571429,"was"
"3298","point in",26,"2","point",414,0.0628019323671498,"in"
"7365","interesting and",13,"2","interesting",207,0.0628019323671498,"and"
"1561","need a",48,"2","need",765,0.0627450980392157,"a"
"5658","easy and",16,"2","easy",255,0.0627450980392157,"and"
